ECG,Temperature,Stress Level
545,36.018547430525246,Low Stress
218,38.1186436913361,Medium Stress
238,37.022019058587716,Medium Stress
325,39.97330019529566,High Stress
650,37.585325141970834,Medium Stress
372,36.49228563552578,Low Stress
340,38.70286991962418,Medium Stress
441,39.24066330131267,High Stress
419,36.0022514474057,Low Stress
325,36.00571529772991,Low Stress
257,35.22002856160126,Low Stress
347,39.41841209039384,High Stress
675,38.98282716573083,Medium Stress
655,37.84778525449888,Medium Stress
516,40.06502269381518,High Stress
582,39.83402091770032,High Stress
560,38.51212618638051,Medium Stress
622,40.20962768307955,High Stress
200,36.23504726022061,Low Stress
586,35.67151771638637,Low Stress
660,36.618497669101934,Low Stress
547,35.342521136535886,Low Stress
389,38.18701716800619,Medium Stress
390,40.619634153769766,High Stress
568,35.236061244011054,Low Stress
608,35.732659484060164,Low Stress
511,37.713194169700614,Medium Stress
616,40.60325010516743,High Stress
621,36.896936629860505,Low Stress
316,38.043408852130355,Medium Stress
333,35.249437154302356,Low Stress
257,35.89005920577253,Low Stress
243,40.91978073775308,High Stress
372,40.790712178616275,High Stress
359,35.02963988560646,Low Stress
372,40.71087071253943,High Stress
516,38.834719626893005,Medium Stress
502,40.20750976712013,High Stress
348,37.72843913380316,Medium Stress
279,38.093576171475505,Medium Stress
573,37.93307948154152,Medium Stress
412,39.00118554527663,High Stress
402,35.837907528537876,Low Stress
451,35.179841539236065,Low Stress
428,36.84757964954714,Low Stress
363,39.22808457641988,High Stress
426,36.21112071273769,Low Stress
346,39.0405945999495,High Stress
219,40.81947227664362,High Stress
640,35.56340429473651,Low Stress
601,39.03561270935076,High Stress
246,37.66250131582743,Medium Stress
432,40.20885352626503,High Stress
504,36.06289873668432,Low Stress
213,39.15575571335699,High Stress
342,40.028691737888664,High Stress
614,40.66768531684414,High Stress
200,39.099488169737874,High Stress
572,37.983048584050565,Medium Stress
253,38.70708344120728,Medium Stress
573,40.21342990687231,High Stress
458,38.42365847983298,Medium Stress
343,35.18232235818102,Low Stress
670,40.58569217304186,High Stress
640,39.13716050618937,High Stress
658,39.059080314663476,High Stress
211,36.294050914386304,Low Stress
529,38.95331282139594,Medium Stress
423,37.36318643392495,Medium Stress
471,38.907397862248956,Medium Stress
655,35.639558181847946,Low Stress
557,38.94707182761822,Medium Stress
659,40.996482354624,High Stress
607,35.28927223316334,Low Stress
355,40.863045105327906,High Stress
572,37.44144776433723,Medium Stress
207,40.224520702023554,High Stress
321,39.694312904349644,High Stress
547,38.40209756592001,Medium Stress
363,39.430695255507956,High Stress
289,40.271093367808085,High Stress
335,37.4248419299062,Medium Stress
385,36.96219896937943,Low Stress
515,39.00556031338151,High Stress
377,39.84707565164755,High Stress
227,39.5737108086597,High Stress
419,39.78688189315181,High Stress
556,37.6134998888776,Medium Stress
240,39.907005297050134,High Stress
427,35.72125433222365,Low Stress
391,38.2669345877651,Medium Stress
610,35.03455196298873,Low Stress
646,36.947514979401625,Low Stress
344,37.19876920922839,Medium Stress
400,37.37703614965553,Medium Stress
616,39.172803240139174,High Stress
411,37.331348607622076,Medium Stress
660,37.69216173573518,Medium Stress
419,36.425264785245965,Low Stress
439,37.23951074977604,Medium Stress
612,36.36361776357891,Low Stress
596,35.43917554261066,Low Stress
245,38.620691560288265,Medium Stress
234,39.009276791330095,High Stress
452,38.716942076057684,Medium Stress
589,37.78096426280344,Medium Stress
281,37.27871468107538,Medium Stress
570,40.180001897430955,High Stress
455,38.11449071081731,Medium Stress
396,37.87509126577839,Medium Stress
502,35.153852394838616,Low Stress
608,37.04748696575694,Medium Stress
649,37.281173712715145,Medium Stress
209,37.3929366853814,Medium Stress
511,38.48103421536399,Medium Stress
485,38.20161528036127,Medium Stress
441,38.64743055676067,Medium Stress
450,39.58929956925277,High Stress
564,39.87791443229656,High Stress
204,39.30873845735897,High Stress
318,40.73314217572961,High Stress
488,35.10939549605817,Low Stress
573,36.17466791410128,Low Stress
264,35.04537724986885,Low Stress
345,38.88484828492762,Medium Stress
423,40.388183293699925,High Stress
438,36.4608937794578,Low Stress
